40.9035491943,-73.8964385986
40.8851013184,-73.9006652832
40.8826522827,-73.8890762329
40.8816261292,-73.9029846191
40.8737716675,-73.8793487549
40.8682823181,-73.9194107056
40.8682250977,-73.919342041
40.8681907654,-73.9013214111
40.8676757813,-73.9212799072
40.8673171997,-73.8970031738
40.8666114807,-73.9204864502
40.8661003113,-73.9256286621
40.8655090332,-73.9199447632
40.8654937744,-73.8950805664
40.864315033,-73.9265136719
40.8641586304,-73.9192657471
40.8633804321,-73.9259643555
40.8627052307,-73.9030075073
40.8623580933,-73.8969802856
40.8619995117,-73.8941345215
40.8619117737,-73.8915405273
40.8598632813,-73.8910903931
40.85962677,-73.9030303955
40.8580436707,-73.9272384644
40.8557815552,-73.901184082
40.8540534973,-73.9303283691
40.8536758423,-73.9306793213
40.8526420593,-73.931388855
40.8519744873,-73.8982315063
40.8508415222,-73.9383926392
40.8499832153,-73.9359512329
40.8490486145,-73.9368133545
40.848613739,-73.9064941406
40.8469161987,-73.9380645752
40.8467903137,-73.9093170166
40.8448638916,-73.9370727539
40.8439292908,-73.9412155151
40.8430709839,-73.9343643188
40.841583252,-73.9127120972
40.8403091431,-73.857170105
40.8399391174,-73.8428955078
40.8379898071,-73.9421844482
40.8379173279,-73.9402313232
40.8378753662,-73.9146881104
40.8370666504,-73.8515701294
40.8368911743,-73.9272003174
40.8366546631,-73.8860626221
40.8362007141,-73.9371948242
40.8359832764,-73.9397964478
40.8346786499,-73.9442825317
40.8344573975,-73.8723907471
40.8341064453,-73.9220352173
40.8340187073,-73.945098877
40.8335266113,-73.8611831665
40.8333358765,-73.8603210449
40.8328437805,-73.9294509888
40.8311538696,-73.900428772
40.830909729,-73.8476104736
40.8307380676,-73.8537902832
40.8290519714,-73.9483947754
40.8286056519,-73.8828201294
40.8285903931,-73.9487075806
40.8277320862,-73.9492492676
40.8265113831,-73.9392547607
40.8255004883,-73.9509429932
40.8251953125,-73.9235916138
40.8244514465,-73.9482727051
40.8243675232,-73.9108657837
40.8241462708,-73.9451065063
40.8239974976,-73.8996887207
40.8236732483,-73.9440460205
40.8234786987,-73.9308242798
40.8234329224,-73.9528045654
40.8233833313,-73.9157562256
40.8230209351,-73.9287109375
40.8229255676,-73.942024231
40.8217887878,-73.9395141602
40.8212203979,-73.9540939331
40.8202476501,-73.9551467896
40.8201713562,-73.9264373779
40.8200759888,-73.9437637329
40.8199424744,-73.9267730713
40.8195457458,-73.9370269775
40.8189163208,-73.9272537231
40.8188591003,-73.9410247803
40.8187866211,-73.9523239136
40.8160934448,-73.9468612671
40.8159866333,-73.9451446533
40.8158912659,-73.9396896362
40.8158454895,-73.9584960938
40.8156967163,-73.948928833
40.8150444031,-73.9150238037
40.8145370483,-73.9405059814
40.81407547,-73.9496536255
40.8139610291,-73.9596481323
40.8138923645,-73.9404449463
40.8138160706,-73.9597015381
40.8135643005,-73.9565200806
40.8134994507,-73.9449310303
40.8129005432,-73.9566802979
40.8122024536,-73.9570465088
40.8117904663,-73.9549942017
40.8111724854,-73.9523849487
40.8110961914,-73.9577865601
40.8108673096,-73.9541320801
40.810749054,-73.9507141113
40.8104934692,-73.9517822266
40.8104820251,-73.9518814087
40.8103866577,-73.9455184937
40.810295105,-73.9510345459
40.8099746704,-73.9506378174
40.8095245361,-73.9400253296
40.8093070984,-73.9479370117
40.8092308044,-73.9444503784
40.8092041016,-73.9443511963
40.80884552,-73.9482421875
40.8087806702,-73.9449234009
40.8085861206,-73.9447784424
40.8082504272,-73.9635467529
40.808216095,-73.9465637207
40.8080558777,-73.9454803467
40.8078117371,-73.9412689209
40.8075866699,-73.953125
40.8075714111,-73.964302063
40.8073654175,-73.9645233154
40.8067817688,-73.9611053467
40.8067779541,-73.9611816406
40.8067436218,-73.9647216797
40.8067207336,-73.9610977173
40.8067131042,-73.9497909546
40.8064956665,-73.9425964355
40.8061981201,-73.9651260376
40.8061256409,-73.9652099609
40.8057785034,-73.965423584
40.8056755066,-73.9545059204
40.8055648804,-73.9391555786
40.8054962158,-73.938949585
40.8054733276,-73.9397735596
40.8052787781,-73.9547119141
40.8052711487,-73.9395065308
40.8052253723,-73.9392089844
40.8051948547,-73.9393539429
40.8051757813,-73.9393997192
40.8051490784,-73.9393463135
40.8051185608,-73.9392089844
40.8051071167,-73.9390106201
40.805103302,-73.9393692017
40.8050956726,-73.9391860962
40.8050918579,-73.9391403198
40.8050842285,-73.9390258789
40.8050689697,-73.9390258789
40.8050498962,-73.9390869141
40.8050422668,-73.9390563965
40.8050079346,-73.9391403198
40.8050041199,-73.9387664795
40.80493927,-73.9390106201
40.8049201965,-73.9389190674
40.8046913147,-73.9379348755
40.8046531677,-73.9130172729
40.8045883179,-73.937713623
40.8045806885,-73.9372253418
40.8044891357,-73.9665222168
40.8043556213,-73.9667205811
40.8043060303,-73.9666595459
40.8036613464,-73.9532012939
40.8035621643,-73.9356994629
40.8031234741,-73.9524002075
40.8027191162,-73.9633483887
40.8023109436,-73.9389724731
40.8021736145,-73.9501113892
40.8021316528,-73.9569396973
40.8020362854,-73.9369430542
40.801815033,-73.9434814453
40.80128479,-73.9538345337
40.7994155884,-73.9434509277
40.799407959,-73.9549484253
40.7986869812,-73.9418411255
40.7984962463,-73.9417877197
40.7984466553,-73.9410629272
40.7979469299,-73.9516983032
40.7978668213,-73.9399032593
40.797706604,-73.9423294067
40.7969856262,-73.9375839233
40.7968788147,-73.9491119385
40.7965431213,-73.9381561279
40.7960700989,-73.9475479126
40.7959785461,-73.9351882935
40.7955284119,-73.9319381714
40.7951774597,-73.931098938
40.7921981812,-73.9463195801
40.7916870117,-73.9450073242
40.7916755676,-73.9448165894
40.7915229797,-73.9467544556
40.7909927368,-73.94506073
40.7899093628,-73.9521560669
40.789188385,-73.9546890259
40.7890586853,-73.9436645508
40.7886734009,-73.9533920288
40.7878723145,-73.947517395
40.7876396179,-73.9538955688
40.7873878479,-73.9477386475
40.7872314453,-73.9541320801
40.7859687805,-73.9509887695
40.7855529785,-73.9500045776
40.7849807739,-73.9484176636
40.7845611572,-73.9476547241
40.7815284729,-73.9111175537
40.7790184021,-73.9072570801
40.775970459,-73.9105377197
40.7759208679,-73.9103927612
40.7755851746,-73.9115829468
40.7753677368,-73.9119949341
40.7746238708,-73.9127197266
40.7742538452,-73.9080200195
40.7730865479,-73.9064331055
40.7729988098,-73.9062728882
40.772403717,-73.9025878906
40.7722969055,-73.9261550903
40.7709236145,-73.9170532227
40.7705459595,-73.916595459
40.770160675,-73.9181671143
40.7700500488,-73.902053833
40.7699775696,-73.9178390503
40.7691612244,-73.9247131348
40.7684249878,-73.8763656616
40.76795578,-73.9116210938
40.7667198181,-73.9260406494
40.7666625977,-73.8913421631
40.7666511536,-73.9214324951
40.7663002014,-73.9129867554
40.7659263611,-73.9133834839
40.7656517029,-73.9265213013
40.7655754089,-73.9186325073
40.7653923035,-73.913734436
40.7652587891,-73.9139328003
40.7650794983,-73.9175186157
40.7646789551,-73.9166793823
40.7639808655,-73.9151611328
40.7626914978,-73.9269256592
40.7618141174,-73.9253921509
40.7617835999,-73.9167251587
40.7611618042,-73.9305801392
40.7608337402,-73.9229431152
40.7606887817,-73.9175415039
40.7602882385,-73.9178924561
40.7594146729,-73.8303222656
40.7590065002,-73.9191894531
40.7589759827,-73.919090271
40.7589073181,-73.9188995361
40.7578277588,-73.8342590332
40.7577819824,-73.8342819214
40.7575836182,-73.9158706665
40.7570571899,-73.9205322266
40.7563972473,-73.9299621582
40.7560348511,-73.9195098877
40.7558937073,-73.9297637939
40.7557487488,-73.8842010498
40.755355835,-73.9225006104
40.7553291321,-73.923034668
40.7550888062,-73.9222412109
40.7548828125,-73.9223632813
40.7546310425,-73.9236373901
40.7545471191,-73.9418106079
40.753036499,-73.8773345947
40.7529792786,-73.8600082397
40.7515830994,-73.8561248779
40.7508506775,-73.8704833984
40.7499732971,-73.8623580933
40.7495536804,-73.8661956787
40.7494506836,-73.8871841431
40.7492713928,-73.8887634277
40.7492332458,-73.8889694214
40.7489204407,-73.869392395
40.7486076355,-73.8711853027
40.7485923767,-73.8712387085
40.7483901978,-73.8917236328
40.7483787537,-73.8786315918
40.7483634949,-73.87840271
40.7480888367,-73.8926239014
40.7479438782,-73.883392334
40.7478408813,-73.8827362061
40.7477607727,-73.883392334
40.7477226257,-73.8834915161
40.7477111816,-73.8834075928
40.7475547791,-73.9565963745
40.7475013733,-73.8848495483
40.7474250793,-73.8851470947
40.7473678589,-73.8872070313
40.7471733093,-73.8914794922
40.7471466064,-73.8906097412
40.7470932007,-73.8923416138
40.7470779419,-73.889755249
40.7470016479,-73.8894119263
40.7469787598,-73.8911590576
40.7469062805,-73.8911972046
40.7468986511,-73.8907623291
40.7468414307,-73.8918457031
40.7466468811,-73.8922424316
40.7466011047,-73.8935012817
40.7465515137,-73.8909454346
40.7464981079,-73.8906402588
40.7461013794,-73.9030838013
40.7458839417,-73.9033508301
40.7457466125,-73.9033126831
40.7457351685,-73.9008865356
40.7456817627,-73.9035186768
40.7455253601,-73.8881149292
40.7453384399,-73.9034347534
40.745223999,-73.8879623413
40.7450256348,-73.9485397339
40.7448959351,-73.9484710693
40.7445831299,-73.9464645386
40.7444381714,-73.9489517212
40.7442474365,-73.876739502
40.7439231873,-73.9231567383
40.7438926697,-73.884979248
40.7438468933,-73.9225311279
40.7437515259,-73.9139938354
40.7436904907,-73.9215774536
40.7433586121,-73.9184646606
40.7429962158,-73.9190063477
40.7414016724,-73.9018783569
40.7404060364,-73.8790664673
40.7400093079,-73.881401062
40.7376937866,-73.8966369629
40.735824585,-73.8726730347
40.7350654602,-73.8695449829
40.7341384888,-73.8700637817
40.734046936,-73.8697662354
40.7340431213,-73.8694458008
40.7340164185,-73.87109375
40.7340087891,-73.871055603
40.7340011597,-73.8698730469
40.7339515686,-73.8708648682
40.7339363098,-73.8690567017
40.7339134216,-73.869430542
40.7338943481,-73.8691558838
40.7338600159,-73.8690185547
40.7337608337,-73.868850708
40.7336578369,-73.8708877563
40.7331886292,-73.8709869385
40.7327919006,-73.8633346558
40.7325973511,-73.8638534546
40.7324714661,-73.9546432495
40.7304229736,-73.8623504639
40.7304115295,-73.9543457031
40.7300186157,-73.8614807129
40.7287559509,-73.9500732422
40.7276611328,-73.8539123535
40.7262191772,-73.9493408203
40.7257118225,-73.9518661499
40.7236404419,-73.951210022
40.7235717773,-73.9507446289
40.7229728699,-73.9473495483
40.7224235535,-73.9500350952
40.7223091125,-73.9499893188
40.7222709656,-73.9575576782
40.7221755981,-73.9576187134
40.7221298218,-73.8446426392
40.7218551636,-73.8445587158
40.7217407227,-73.9581298828
40.7215614319,-73.9460830688
40.7215423584,-73.8443832397
40.7214546204,-73.8443527222
40.7214241028,-73.8443374634
40.7214202881,-73.8444213867
40.7213783264,-73.8442687988
40.7213592529,-73.8442687988
40.7213516235,-73.8443069458
40.7213478088,-73.8442687988
40.7213439941,-73.8443222046
40.7213363647,-73.844329834
40.7213287354,-73.9585189819
40.7213058472,-73.8442764282
40.7213058472,-73.844291687
40.721244812,-73.8443374634
40.7210884094,-73.844039917
40.7210159302,-73.8440933228
40.7208786011,-73.8442001343
40.7205276489,-73.9548950195
40.7201728821,-73.8351593018
40.7197189331,-73.9557495117
40.7187271118,-73.9634475708
40.7179718018,-73.9579925537
40.717918396,-73.9575576782
40.7178955078,-73.9576873779
40.7175788879,-73.9578933716
40.7173500061,-73.9582977295
40.7173309326,-73.958152771
40.7170944214,-73.9585266113
40.7170295715,-73.9585494995
40.716999054,-73.9585571289
40.7168426514,-73.9635314941
40.7157554626,-73.9599227905
40.7149963379,-73.9606170654
40.7148742676,-73.9590148926
40.7145767212,-73.8314056396
40.7145652771,-73.9611587524
40.7143478394,-73.8306503296
40.7143325806,-73.9612731934
40.7142601013,-73.947555542
40.7141685486,-73.9442596436
40.7141265869,-73.9517974854
40.7140426636,-73.950050354
40.7140083313,-73.9494628906
40.7137794495,-73.9616928101
40.7137374878,-73.8301467896
40.7137031555,-73.8301544189
40.7134666443,-73.9619369507
40.7130508423,-73.9656677246
40.7126731873,-73.9658889771
40.7125740051,-73.9625396729
40.7122802734,-73.9628067017
40.7119255066,-73.9630584717
40.7109565735,-73.9604873657
40.7108879089,-73.9510498047
40.7100868225,-73.7891845703
40.7092628479,-73.9130783081
40.7087135315,-73.9441452026
40.7066268921,-73.9426269531
40.7056427002,-73.966796875
40.7043571472,-73.7978820801
40.7025146484,-73.9887161255
40.7021789551,-73.9926605225
40.7005577087,-73.8076629639
40.7004356384,-73.8075942993
40.7004013062,-73.8076400757
40.7002716064,-73.8074951172
